order_id,payment_sequential,payment_type,payment_installments,payment_value,order_status,order_purchase_date,order_purchase_time,order_approved_date,order_approved_time,order_delivered_carrier_date,order_delivered_carrier_time,order_delivered_customer_date,order_delivered_customer_time,order_delivered_estimated_date,review_id,review_score,review_creation_date,review_filled_date,Customer_Id,Customer_Unique_Id,Customer_ZipCode,Customer_City,num_of_items_ordered,product_id,seller_id,shipping_limit_date,Price,product_category,product_name_length,product_desc_length,product_photos_qty,product_weight,product_height,product_width,product_category,Seller_Id,Seller_Zipcode,Seller_City,Seller_State,customer_lattitude,customer_longitude
0596e04bc1e3bb1649cf6d1f8545e5eb,1,credit_card,5,335.32,delivered,2018-08-13,04:53:00,2018-08-13,05:10:00,2018-08-14,03:55:00,2018-08-22,12:02:00,2018-08-23,c0b455d9c7b6e0afe2449be11824e479,5,2018-08-23,2018-08-23,293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,"santa cruz do rio pardo",1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,"2018-08-15 17:10:00",247,moveis_decoracao,44,999,5,10550,14,42,furniture_decor,f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-22.90308645,-49.62829643
0596e04bc1e3bb1649cf6d1f8545e5eb,1,credit_card,5,335.32,delivered,2018-08-13,04:53:00,2018-08-13,05:10:00,2018-08-14,03:55:00,2018-08-22,12:02:00,2018-08-23,c0b455d9c7b6e0afe2449be11824e479,5,2018-08-23,2018-08-23,293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,"santa cruz do rio pardo",1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,"2018-08-15 17:10:00",247,moveis_decoracao,44,999,5,10550,14,42,furniture_decor,f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-22.89926486,-49.63195691
0596e04bc1e3bb1649cf6d1f8545e5eb,1,credit_card,5,335.32,delivered,2018-08-13,04:53:00,2018-08-13,05:10:00,2018-08-14,03:55:00,2018-08-22,12:02:00,2018-08-23,c0b455d9c7b6e0afe2449be11824e479,5,2018-08-23,2018-08-23,293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,"santa cruz do rio pardo",1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,"2018-08-15 17:10:00",247,moveis_decoracao,44,999,5,10550,14,42,furniture_decor,f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-22.89961531,-49.63162816
0596e04bc1e3bb1649cf6d1f8545e5eb,1,credit_card,5,335.32,delivered,2018-08-13,04:53:00,2018-08-13,05:10:00,2018-08-14,03:55:00,2018-08-22,12:02:00,2018-08-23,c0b455d9c7b6e0afe2449be11824e479,5,2018-08-23,2018-08-23,293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,"santa cruz do rio pardo",1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,"2018-08-15 17:10:00",247,moveis_decoracao,44,999,5,10550,14,42,furniture_decor,f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-22.88511843,-49.61270905
0596e04bc1e3bb1649cf6d1f8545e5eb,1,credit_card,5,335.32,delivered,2018-08-13,04:53:00,2018-08-13,05:10:00,2018-08-14,03:55:00,2018-08-22,12:02:00,2018-08-23,c0b455d9c7b6e0afe2449be11824e479,5,2018-08-23,2018-08-23,293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,"santa cruz do rio pardo",1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,"2018-08-15 17:10:00",247,moveis_decoracao,44,999,5,10550,14,42,furniture_decor,f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-22.807146,-49.5733805
0596e04bc1e3bb1649cf6d1f8545e5eb,1,credit_card,5,335.32,delivered,2018-08-13,04:53:00,2018-08-13,05:10:00,2018-08-14,03:55:00,2018-08-22,12:02:00,2018-08-23,c0b455d9c7b6e0afe2449be11824e479,5,2018-08-23,2018-08-23,293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,"santa cruz do rio pardo",1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,"2018-08-15 17:10:00",247,moveis_decoracao,44,999,5,10550,14,42,furniture_decor,f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-22.90470821,-49.63182484
0596e04bc1e3bb1649cf6d1f8545e5eb,1,credit_card,5,335.32,delivered,2018-08-13,04:53:00,2018-08-13,05:10:00,2018-08-14,03:55:00,2018-08-22,12:02:00,2018-08-23,c0b455d9c7b6e0afe2449be11824e479,5,2018-08-23,2018-08-23,293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,"santa cruz do rio pardo",1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,"2018-08-15 17:10:00",247,moveis_decoracao,44,999,5,10550,14,42,furniture_decor,f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-22.90433979,-49.62989535
0596e04bc1e3bb1649cf6d1f8545e5eb,1,credit_card,5,335.32,delivered,2018-08-13,04:53:00,2018-08-13,05:10:00,2018-08-14,03:55:00,2018-08-22,12:02:00,2018-08-23,c0b455d9c7b6e0afe2449be11824e479,5,2018-08-23,2018-08-23,293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,"santa cruz do rio pardo",1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,"2018-08-15 17:10:00",247,moveis_decoracao,44,999,5,10550,14,42,furniture_decor,f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-22.89944176,-49.6353509
0596e04bc1e3bb1649cf6d1f8545e5eb,1,credit_card,5,335.32,delivered,2018-08-13,04:53:00,2018-08-13,05:10:00,2018-08-14,03:55:00,2018-08-22,12:02:00,2018-08-23,c0b455d9c7b6e0afe2449be11824e479,5,2018-08-23,2018-08-23,293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,"santa cruz do rio pardo",1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,"2018-08-15 17:10:00",247,moveis_decoracao,44,999,5,10550,14,42,furniture_decor,f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-22.91100619,-49.63074122
0596e04bc1e3bb1649cf6d1f8545e5eb,1,credit_card,5,335.32,delivered,2018-08-13,04:53:00,2018-08-13,05:10:00,2018-08-14,03:55:00,2018-08-22,12:02:00,2018-08-23,c0b455d9c7b6e0afe2449be11824e479,5,2018-08-23,2018-08-23,293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,"santa cruz do rio pardo",1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,"2018-08-15 17:10:00",247,moveis_decoracao,44,999,5,10550,14,42,furniture_decor,f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-22.88203235,-49.61460687
